type,smell,apache-camel-1.6.0,apache-camel-1.6.1,apache-camel-1.6.2,apache-camel-1.6.3,apache-camel-1.6.4,apache-camel-2.0.0,apache-camel-2.2.0,apache-camel-2.3.0,apache-camel-2.4.0,apache-camel-2.5.0,apache-camel-2.6.0,apache-camel-2.7.0,apache-camel-2.7.1,apache-camel-2.7.2,apache-camel-2.7.3,apache-camel-2.7.4,apache-camel-2.7.5,apache-camel-2.8.0,apache-camel-2.8.1,apache-camel-2.8.2,apache-camel-2.8.3,apache-camel-2.8.4,apache-camel-2.8.5,apache-camel-2.8.6,apache-camel-2.9.0,apache-camel-2.9.1,apache-camel-2.9.2,apache-camel-2.9.3,apache-camel-2.9.4,apache-camel-2.9.5,apache-camel-2.9.7,apache-camel-2.9.8,apache-camel-2.10.0,apache-camel-2.10.1,apache-camel-2.10.2,apache-camel-2.10.3,apache-camel-2.10.4,apache-camel-2.10.5,apache-camel-2.10.6,apache-camel-2.10.7,apache-camel-2.11.0,apache-camel-2.11.1,apache-camel-2.11.2,apache-camel-2.11.3,apache-camel-2.11.4,apache-camel-2.12.0,apache-camel-2.12.1,apache-camel-2.12.2,apache-camel-2.12.3,apache-camel-2.12.4,apache-camel-2.12.5,apache-camel-2.13.0,apache-camel-2.13.1,apache-camel-2.13.2,apache-camel-2.13.4,apache-camel-2.14.0,apache-camel-2.14.1,apache-camel-2.14.2,apache-camel-2.14.3,apache-camel-2.14.4,apache-camel-2.15.0,apache-camel-2.15.1,apache-camel-2.15.2,apache-camel-2.15.3,apache-camel-2.15.4,apache-camel-2.15.5
cd,org.apache.camel.model;org.apache.camel;org.apache.camel.builder;org.apache.camel.component.mock;org.apache.camel.processor;org.apache.camel.util;org.apache.camel.converter.jaxp;org.apache.camel.converter_SeverityScore,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,216.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.camel.model;org.apache.camel;org.apache.camel.builder;org.apache.camel.component.mock;org.apache.camel.processor;org.apache.camel.util;org.apache.camel.converter.jaxp;org.apache.camel.converter_PageRank,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,85.74065143213322,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.camel.model;org.apache.camel;org.apache.camel.builder;org.apache.camel.component.mock;org.apache.camel.processor;org.apache.camel.util;org.apache.camel.converter.jaxp;org.apache.camel.converter_NumSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,8.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.camel.model;org.apache.camel;org.apache.camel.builder;org.apache.camel.component.mock;org.apache.camel.processor;org.apache.camel.util;org.apache.camel.converter.jaxp;org.apache.camel.converter_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,341.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.camel;org.apache.camel.main;org.apache.camel.view_SeverityScore,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,166.0,168.0,168.0,170.0,170.0,169.0,169.0,169.0,208.0,208.0,208.0,205.0,204.0,194.0,195.0,195.0,190.0,208.0,216.0,208.0,196.0,252.0,250.0,251.0,260.0,245.0,243.0,250.0,215.0,245.0,240.0,220.0,220.0,219.0,218.0,219.0,244.0,245.0,247.0,247.0,248.0,249.0,
cd,org.apache.camel;org.apache.camel.main;org.apache.camel.view_PageRank,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,37.75227000095806,37.726635849271,39.11876602312455,37.70254947712858,37.762070388064174,37.60253561296082,37.62032481701593,37.62229907863296,38.808648848513506,38.79844591565461,38.82195829591989,38.69034229513588,38.72178715284686,38.79049716028377,38.703930612571355,38.712389082163654,39.32124950996508,39.439698774649045,39.09989577044743,39.46653260153314,39.49856198873786,41.87671768786309,42.445990190970136,42.57498097383713,42.6256670293175,40.801524597603816,40.75517634892569,40.68690838714723,39.36883922804005,39.268113942128025,39.104839268092036,42.044364872596255,40.82789155256761,40.77705386292345,40.79344128727061,40.881049292355385,42.03461344399326,42.02703225899846,41.971126750837605,42.03956327104628,42.05523276425724,41.94167485697805,
cd,org.apache.camel;org.apache.camel.main;org.apache.camel.view_NumSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,
cd,org.apache.camel;org.apache.camel.main;org.apache.camel.view_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,491.0,498.0,509.0,474.0,507.0,506.0,474.0,474.0,525.0,526.0,526.0,526.0,527.0,527.0,529.0,529.0,524.0,532.0,506.0,518.0,520.0,511.0,509.0,511.0,522.0,530.0,530.0,503.0,528.0,517.0,512.0,562.0,581.0,546.0,547.0,548.0,644.0,645.0,647.0,619.0,620.0,621.0,
cd,org.apache.camel.model;org.apache.camel.model.dataformat;org.apache.camel;org.apache.camel.builder;org.apache.camel.model.language;org.apache.camel.util;org.apache.camel.converter.jaxp;org.apache.camel.converter_SeverityScore,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,245.0,267.0,267.0,266.0,270.0,270.0,271.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.camel.model;org.apache.camel.model.dataformat;org.apache.camel;org.apache.camel.builder;org.apache.camel.model.language;org.apache.camel.util;org.apache.camel.converter.jaxp;org.apache.camel.converter_PageRank,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,91.76581304390906,92.30995883592131,93.28945005146956,93.14689063393408,92.22683064427359,93.17230112338852,93.26552853070251,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.camel.model;org.apache.camel.model.dataformat;org.apache.camel;org.apache.camel.builder;org.apache.camel.model.language;org.apache.camel.util;org.apache.camel.converter.jaxp;org.apache.camel.converter_NumSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,8.0,8.0,8.0,8.0,8.0,8.0,8.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.camel.model;org.apache.camel.model.dataformat;org.apache.camel;org.apache.camel.builder;org.apache.camel.model.language;org.apache.camel.util;org.apache.camel.converter.jaxp;org.apache.camel.converter_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,476.0,493.0,498.0,498.0,480.0,481.0,482.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.camel;org.apache.camel.model;org.apache.camel.impl;org.apache.camel.main_SeverityScore,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,213.0,220.0,224.0,222.0,222.0,220.0,219.0,219.0,224.0,224.0,224.0,242.0,242.0,244.0,243.0,243.0,252.0,252.0,253.0,250.0,247.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.camel;org.apache.camel.model;org.apache.camel.impl;org.apache.camel.main_PageRank,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,76.04944937330134,75.95843615496754,78.96891974951593,76.25671401008077,76.3981257516179,76.22328835833633,76.29998629364233,76.30684027864568,77.99211933542063,77.93514768760218,77.9592804541225,77.8097022523937,78.01635741907214,78.04721752825134,77.96419510732105,77.98293691698582,78.55423203360021,77.36534002726779,76.77706563488005,77.50268879787538,77.60814495078304,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.camel;org.apache.camel.model;org.apache.camel.impl;org.apache.camel.main_NumSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.camel;org.apache.camel.model;org.apache.camel.impl;org.apache.camel.main_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,491.0,498.0,509.0,474.0,507.0,506.0,474.0,474.0,525.0,526.0,526.0,526.0,527.0,527.0,529.0,529.0,524.0,532.0,506.0,518.0,520.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.camel.impl;org.apache.camel.model;org.apache.camel.processor;org.apache.camel.processor.interceptor;org.apache.camel.util_SeverityScore,122.0,126.0,145.0,147.0,147.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.camel.impl;org.apache.camel.model;org.apache.camel.processor;org.apache.camel.processor.interceptor;org.apache.camel.util_PageRank,56.75217547513712,58.88007417023451,59.27622717953762,59.442172486387605,59.42395377114251,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.camel.impl;org.apache.camel.model;org.apache.camel.processor;org.apache.camel.processor.interceptor;org.apache.camel.util_NumSetOfElement,5.0,5.0,5.0,5.0,5.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.camel.impl;org.apache.camel.model;org.apache.camel.processor;org.apache.camel.processor.interceptor;org.apache.camel.util_TotNumOfSetOfElement,286.0,299.0,303.0,303.0,303.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.camel.model;org.apache.camel.processor_SeverityScore,169.0,187.0,198.0,204.0,204.0,145.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,452.0,437.0,436.0,437.0,438.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.camel.model;org.apache.camel.processor_PageRank,23.911152437411918,24.96706772983454,25.153698805668178,25.19718704900879,25.184410445515777,23.249760938885515,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,39.219998753528,37.87508268623269,37.82545828495048,37.82639304095267,37.849403126553966,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.camel.model;org.apache.camel.processor_NumSetOfElement,2.0,2.0,2.0,2.0,2.0,2.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,2.0,2.0,2.0,2.0,2.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.camel.model;org.apache.camel.processor_TotNumOfSetOfElement,286.0,299.0,303.0,303.0,303.0,281.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,562.0,581.0,546.0,547.0,548.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.camel.builder;org.apache.camel.management;org.apache.camel.processor.interceptor;org.apache.camel.model;org.apache.camel.model.language_SeverityScore,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,137.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.camel.builder;org.apache.camel.management;org.apache.camel.processor.interceptor;org.apache.camel.model;org.apache.camel.model.language_PageRank,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,34.75477037325433,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.camel.builder;org.apache.camel.management;org.apache.camel.processor.interceptor;org.apache.camel.model;org.apache.camel.model.language_NumSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,5.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.camel.builder;org.apache.camel.management;org.apache.camel.processor.interceptor;org.apache.camel.model;org.apache.camel.model.language_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,280.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.camel;org.apache.camel.util;org.apache.camel.component.file;org.apache.camel.impl;org.apache.camel.model;org.apache.camel.processor_SeverityScore,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,157.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
