type,smell,hibernate-core-3.3.0.GA,hibernate-core-3.5.0-Final,hibernate-core-3.6.0.Final,hibernate-core-4.0.0.Final,hibernate-core-4.1.0.Final,hibernate-core-4.2.0.Final,hibernate-core-4.3.0.Final,hibernate-core-5.0.0.Final,hibernate-core-5.1.0.Final,hibernate-core-5.2.0.Final,hibernate-core-5.3.0.Final,hibernate-core-5.4.0.Final
cd,org.hibernate.boot.internal;org.hibernate.query.spi;org.hibernate.engine.query.spi;org.hibernate.loader.custom;org.hibernate.hql.internal;org.hibernate.hql.internal.ast;org.hibernate.hql.internal.ast.tree;org.hibernate.tuple.entity;org.hibernate.tuple.component_PageRank,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,69.84887998718773,-Infinity,-Infinity,
cd,org.hibernate.boot.internal;org.hibernate.query.spi;org.hibernate.engine.query.spi;org.hibernate.loader.custom;org.hibernate.hql.internal;org.hibernate.hql.internal.ast;org.hibernate.hql.internal.ast.tree;org.hibernate.tuple.entity;org.hibernate.tuple.component_NumSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,9.0,-Infinity,-Infinity,
cd,org.hibernate.boot.internal;org.hibernate.query.spi;org.hibernate.engine.query.spi;org.hibernate.loader.custom;org.hibernate.hql.internal;org.hibernate.hql.internal.ast;org.hibernate.hql.internal.ast.tree;org.hibernate.tuple.entity;org.hibernate.tuple.component_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,1308.0,-Infinity,-Infinity,
cd,org.hibernate.cfg;org.hibernate.impl;org.hibernate.criterion;org.hibernate.loader.criteria;org.hibernate.hql.ast.util;org.hibernate.hql.ast;org.hibernate.hql.ast.tree;org.hibernate.persister.entity;org.hibernate.id_SeverityScore,-Infinity,391.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.cfg;org.hibernate.impl;org.hibernate.criterion;org.hibernate.loader.criteria;org.hibernate.hql.ast.util;org.hibernate.hql.ast;org.hibernate.hql.ast.tree;org.hibernate.persister.entity;org.hibernate.id_PageRank,-Infinity,88.92119078495747,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.cfg;org.hibernate.impl;org.hibernate.criterion;org.hibernate.loader.criteria;org.hibernate.hql.ast.util;org.hibernate.hql.ast;org.hibernate.hql.ast.tree;org.hibernate.persister.entity;org.hibernate.id_NumSetOfElement,-Infinity,9.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.cfg;org.hibernate.impl;org.hibernate.criterion;org.hibernate.loader.criteria;org.hibernate.hql.ast.util;org.hibernate.hql.ast;org.hibernate.hql.ast.tree;org.hibernate.persister.entity;org.hibernate.id_TotNumOfSetOfElement,-Infinity,636.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate;org.hibernate.dialect.lock_SeverityScore,-Infinity,-Infinity,-Infinity,91.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate;org.hibernate.dialect.lock_PageRank,-Infinity,-Infinity,-Infinity,62.958457496410055,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate;org.hibernate.dialect.lock_NumSetOfElement,-Infinity,-Infinity,-Infinity,2.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate;org.hibernate.dialect.lock_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,789.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
ud,org.hibernate.hql.spi.id.global_SeverityScore,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,34.0,29.0,30.0,33.0,34.0,
ud,org.hibernate.hql.spi.id.global_PageRank,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,16.958282180633642,21.377073761135023,16.759589732997867,21.18799559883894,21.167132721373484,
ud,org.hibernate.hql.spi.id.global_NumSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,3.0,3.0,3.0,3.0,3.0,
ud,org.hibernate.hql.spi.id.global_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,1176.0,1150.0,1308.0,1496.0,1507.0,
cd,org.hibernate.id;org.hibernate.boot.model.naming;org.hibernate.boot.model.relational;org.hibernate.engine.jdbc.env.spi;org.hibernate.engine.jdbc.env.internal;org.hibernate.engine.jdbc;org.hibernate.type.descriptor.java;org.hibernate.cfg;org.hibernate.cfg.annotations;org.hibernate.mapping_SeverityScore,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,715.0,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.id;org.hibernate.boot.model.naming;org.hibernate.boot.model.relational;org.hibernate.engine.jdbc.env.spi;org.hibernate.engine.jdbc.env.internal;org.hibernate.engine.jdbc;org.hibernate.type.descriptor.java;org.hibernate.cfg;org.hibernate.cfg.annotations;org.hibernate.mapping_PageRank,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,124.8371085213074,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.id;org.hibernate.boot.model.naming;org.hibernate.boot.model.relational;org.hibernate.engine.jdbc.env.spi;org.hibernate.engine.jdbc.env.internal;org.hibernate.engine.jdbc;org.hibernate.type.descriptor.java;org.hibernate.cfg;org.hibernate.cfg.annotations;org.hibernate.mapping_NumSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,10.0,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.id;org.hibernate.boot.model.naming;org.hibernate.boot.model.relational;org.hibernate.engine.jdbc.env.spi;org.hibernate.engine.jdbc.env.internal;org.hibernate.engine.jdbc;org.hibernate.type.descriptor.java;org.hibernate.cfg;org.hibernate.cfg.annotations;org.hibernate.mapping_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,1150.0,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.internal.util;org.hibernate.property;org.hibernate.mapping_SeverityScore,-Infinity,-Infinity,-Infinity,-Infinity,284.0,270.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.internal.util;org.hibernate.property;org.hibernate.mapping_PageRank,-Infinity,-Infinity,-Infinity,-Infinity,61.06543119456515,64.88580268018595,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.internal.util;org.hibernate.property;org.hibernate.mapping_NumSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,3.0,3.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.internal.util;org.hibernate.property;org.hibernate.mapping_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,807.0,863.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.metamodel;org.hibernate.metamodel.source.internal;org.hibernate.metamodel.source.annotations;org.hibernate.metamodel.source.annotations.global;org.hibernate.metamodel.binding;org.hibernate.metamodel.domain;org.hibernate.service.classloading.spi;org.hibernate.service;org.hibernate.service.internal;org.hibernate.metamodel.source_SeverityScore,-Infinity,-Infinity,-Infinity,526.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.metamodel;org.hibernate.metamodel.source.internal;org.hibernate.metamodel.source.annotations;org.hibernate.metamodel.source.annotations.global;org.hibernate.metamodel.binding;org.hibernate.metamodel.domain;org.hibernate.service.classloading.spi;org.hibernate.service;org.hibernate.service.internal;org.hibernate.metamodel.source_PageRank,-Infinity,-Infinity,-Infinity,83.69770368364856,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.metamodel;org.hibernate.metamodel.source.internal;org.hibernate.metamodel.source.annotations;org.hibernate.metamodel.source.annotations.global;org.hibernate.metamodel.binding;org.hibernate.metamodel.domain;org.hibernate.service.classloading.spi;org.hibernate.service;org.hibernate.service.internal;org.hibernate.metamodel.source_NumSetOfElement,-Infinity,-Infinity,-Infinity,10.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.metamodel;org.hibernate.metamodel.source.internal;org.hibernate.metamodel.source.annotations;org.hibernate.metamodel.source.annotations.global;org.hibernate.metamodel.binding;org.hibernate.metamodel.domain;org.hibernate.service.classloading.spi;org.hibernate.service;org.hibernate.service.internal;org.hibernate.metamodel.source_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,789.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.loader.custom.sql;org.hibernate;org.hibernate.persister.entity;org.hibernate.internal;org.hibernate.engine.query.spi_SeverityScore,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,419.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.loader.custom.sql;org.hibernate;org.hibernate.persister.entity;org.hibernate.internal;org.hibernate.engine.query.spi_PageRank,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,116.88712522367615,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.loader.custom.sql;org.hibernate;org.hibernate.persister.entity;org.hibernate.internal;org.hibernate.engine.query.spi_NumSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,5.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.loader.custom.sql;org.hibernate;org.hibernate.persister.entity;org.hibernate.internal;org.hibernate.engine.query.spi_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,863.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.boot.internal;org.hibernate.tuple.entity;org.hibernate.tuple.component_SeverityScore,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,309.0,316.0,473.0,-Infinity,-Infinity,
cd,org.hibernate.boot.internal;org.hibernate.tuple.entity;org.hibernate.tuple.component_PageRank,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,35.59034814745063,36.35966009027832,40.263048351762784,-Infinity,-Infinity,
cd,org.hibernate.boot.internal;org.hibernate.tuple.entity;org.hibernate.tuple.component_NumSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,3.0,3.0,3.0,-Infinity,-Infinity,
cd,org.hibernate.boot.internal;org.hibernate.tuple.entity;org.hibernate.tuple.component_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,1176.0,1150.0,1308.0,-Infinity,-Infinity,
cd,org.hibernate.hql.ast;org.hibernate.hql.ast.util_SeverityScore,-Infinity,802.0,811.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.hql.ast;org.hibernate.hql.ast.util_PageRank,-Infinity,16.169694018762367,17.24153834606562,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.hql.ast;org.hibernate.hql.ast.util_NumSetOfElement,-Infinity,2.0,2.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.hql.ast;org.hibernate.hql.ast.util_TotNumOfSetOfElement,-Infinity,636.0,611.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
ud,org.hibernate.boot.archive.spi_SeverityScore,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,47.0,41.0,48.0,53.0,55.0,
ud,org.hibernate.boot.archive.spi_PageRank,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,5.589636347030823,5.886877836215882,6.082365596361815,6.152620342565303,6.130975352613721,
ud,org.hibernate.boot.archive.spi_NumSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,2.0,2.0,2.0,2.0,2.0,
ud,org.hibernate.boot.archive.spi_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,1176.0,1150.0,1308.0,1496.0,1507.0,
cd,org.hibernate.cfg;org.hibernate.cfg.annotations;org.hibernate.dialect;org.hibernate.dialect.lock;org.hibernate.persister.entity_SeverityScore,-Infinity,-Infinity,303.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.cfg;org.hibernate.cfg.annotations;org.hibernate.dialect;org.hibernate.dialect.lock;org.hibernate.persister.entity_PageRank,-Infinity,-Infinity,95.26524317943552,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.cfg;org.hibernate.cfg.annotations;org.hibernate.dialect;org.hibernate.dialect.lock;org.hibernate.persister.entity_NumSetOfElement,-Infinity,-Infinity,5.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.cfg;org.hibernate.cfg.annotations;org.hibernate.dialect;org.hibernate.dialect.lock;org.hibernate.persister.entity_TotNumOfSetOfElement,-Infinity,-Infinity,611.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.persister.collection;org.hibernate.internal.util;org.hibernate.persister.entity;org.hibernate.loader.entity;org.hibernate.loader_SeverityScore,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,497.0,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.persister.collection;org.hibernate.internal.util;org.hibernate.persister.entity;org.hibernate.loader.entity;org.hibernate.loader_PageRank,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,102.19255687493572,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.persister.collection;org.hibernate.internal.util;org.hibernate.persister.entity;org.hibernate.loader.entity;org.hibernate.loader_NumSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,5.0,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.persister.collection;org.hibernate.internal.util;org.hibernate.persister.entity;org.hibernate.loader.entity;org.hibernate.loader_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,1176.0,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.cache.spi.entry;org.hibernate.event.spi;org.hibernate.secure.spi;org.hibernate.cfg;org.hibernate.cfg.annotations;org.hibernate.internal.util;org.hibernate.persister.entity_SeverityScore,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,538.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.cache.spi.entry;org.hibernate.event.spi;org.hibernate.secure.spi;org.hibernate.cfg;org.hibernate.cfg.annotations;org.hibernate.internal.util;org.hibernate.persister.entity_PageRank,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,123.73593755200754,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.cache.spi.entry;org.hibernate.event.spi;org.hibernate.secure.spi;org.hibernate.cfg;org.hibernate.cfg.annotations;org.hibernate.internal.util;org.hibernate.persister.entity_NumSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,7.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.cache.spi.entry;org.hibernate.event.spi;org.hibernate.secure.spi;org.hibernate.cfg;org.hibernate.cfg.annotations;org.hibernate.internal.util;org.hibernate.persister.entity_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,1028.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.dialect.unique;org.hibernate.mapping;org.hibernate.tool.hbm2ddl;org.hibernate.metamodel.relational_SeverityScore,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,405.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.dialect.unique;org.hibernate.mapping;org.hibernate.tool.hbm2ddl;org.hibernate.metamodel.relational_PageRank,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,36.56714009521217,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.dialect.unique;org.hibernate.mapping;org.hibernate.tool.hbm2ddl;org.hibernate.metamodel.relational_NumSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,4.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.dialect.unique;org.hibernate.mapping;org.hibernate.tool.hbm2ddl;org.hibernate.metamodel.relational_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,1028.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.persister.collection;org.hibernate.sql;org.hibernate.dialect;org.hibernate.internal.util;org.hibernate.persister.entity;org.hibernate.loader.entity;org.hibernate.loader_SeverityScore,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,589.0,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.persister.collection;org.hibernate.sql;org.hibernate.dialect;org.hibernate.internal.util;org.hibernate.persister.entity;org.hibernate.loader.entity;org.hibernate.loader_PageRank,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,142.7937677196744,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.persister.collection;org.hibernate.sql;org.hibernate.dialect;org.hibernate.internal.util;org.hibernate.persister.entity;org.hibernate.loader.entity;org.hibernate.loader_NumSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,7.0,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.persister.collection;org.hibernate.sql;org.hibernate.dialect;org.hibernate.internal.util;org.hibernate.persister.entity;org.hibernate.loader.entity;org.hibernate.loader_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,1176.0,-Infinity,-Infinity,-Infinity,-Infinity,
ud,org.hibernate.boot.archive.scan.internal_SeverityScore,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,51.0,51.0,61.0,68.0,74.0,
ud,org.hibernate.boot.archive.scan.internal_PageRank,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,4.275274807544468,4.364153611853572,4.5794509089681625,4.822600714767562,4.797574368402795,
ud,org.hibernate.boot.archive.scan.internal_NumSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,2.0,2.0,2.0,2.0,2.0,
ud,org.hibernate.boot.archive.scan.internal_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,1176.0,1150.0,1308.0,1496.0,1507.0,
cd,org.hibernate.engine.spi;org.hibernate.persister.collection_SeverityScore,-Infinity,-Infinity,-Infinity,-Infinity,1100.0,1171.0,1539.0,-Infinity,-Infinity,2056.0,2419.0,2440.0,
cd,org.hibernate.engine.spi;org.hibernate.persister.collection_PageRank,-Infinity,-Infinity,-Infinity,-Infinity,65.4674459054951,72.40489125869607,64.38661755797249,-Infinity,-Infinity,71.09254532307385,70.37359636157589,69.94097892272266,
cd,org.hibernate.engine.spi;org.hibernate.persister.collection_NumSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,2.0,2.0,2.0,-Infinity,-Infinity,2.0,2.0,2.0,
cd,org.hibernate.engine.spi;org.hibernate.persister.collection_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,807.0,863.0,1028.0,-Infinity,-Infinity,1308.0,1496.0,1507.0,
cd,org.hibernate.tuple.component;org.hibernate.boot.internal;org.hibernate.type.spi;org.hibernate.id.uuid;org.hibernate.id;org.hibernate.tuple.entity_SeverityScore,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,694.0,-Infinity,
cd,org.hibernate.tuple.component;org.hibernate.boot.internal;org.hibernate.type.spi;org.hibernate.id.uuid;org.hibernate.id;org.hibernate.tuple.entity_PageRank,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,44.11856572770603,-Infinity,
cd,org.hibernate.tuple.component;org.hibernate.boot.internal;org.hibernate.type.spi;org.hibernate.id.uuid;org.hibernate.id;org.hibernate.tuple.entity_NumSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,6.0,-Infinity,
cd,org.hibernate.tuple.component;org.hibernate.boot.internal;org.hibernate.type.spi;org.hibernate.id.uuid;org.hibernate.id;org.hibernate.tuple.entity_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,1496.0,-Infinity,
cd,org.hibernate.cfg;org.hibernate.type;org.hibernate.collection.internal;org.hibernate.engine.spi;org.hibernate.persister.collection;org.hibernate.internal.util;org.hibernate.property;org.hibernate.mapping_SeverityScore,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,548.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.cfg;org.hibernate.type;org.hibernate.collection.internal;org.hibernate.engine.spi;org.hibernate.persister.collection;org.hibernate.internal.util;org.hibernate.property;org.hibernate.mapping_PageRank,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,190.22469879092966,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.cfg;org.hibernate.type;org.hibernate.collection.internal;org.hibernate.engine.spi;org.hibernate.persister.collection;org.hibernate.internal.util;org.hibernate.property;org.hibernate.mapping_NumSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,8.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.cfg;org.hibernate.type;org.hibernate.collection.internal;org.hibernate.engine.spi;org.hibernate.persister.collection;org.hibernate.internal.util;org.hibernate.property;org.hibernate.mapping_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,863.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.dialect;org.hibernate.dialect.lock;org.hibernate.engine;org.hibernate.type_SeverityScore,601.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.dialect;org.hibernate.dialect.lock;org.hibernate.engine;org.hibernate.type_PageRank,67.81781034155674,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.dialect;org.hibernate.dialect.lock;org.hibernate.engine;org.hibernate.type_NumSetOfElement,4.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.dialect;org.hibernate.dialect.lock;org.hibernate.engine;org.hibernate.type_TotNumOfSetOfElement,494.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
ud,org.hibernate.dialect.lock_SeverityScore,-Infinity,3.0,3.0,7.0,7.0,7.0,7.0,20.0,21.0,9.0,9.0,10.0,
ud,org.hibernate.dialect.lock_PageRank,-Infinity,8.972119144834226,9.027446696106281,9.689523085206018,8.448404533135056,8.513635402639682,9.230027923679334,34.11126591444034,35.94318931576645,9.752562795609265,9.747049526980364,9.930977396743682,
ud,org.hibernate.dialect.lock_NumSetOfElement,-Infinity,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,
ud,org.hibernate.dialect.lock_TotNumOfSetOfElement,-Infinity,636.0,611.0,789.0,807.0,863.0,1028.0,1176.0,1150.0,1308.0,1496.0,1507.0,
cd,org.hibernate.collection.internal;org.hibernate.pretty;org.hibernate.type_SeverityScore,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,329.0,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.collection.internal;org.hibernate.pretty;org.hibernate.type_PageRank,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,58.397616757068164,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.collection.internal;org.hibernate.pretty;org.hibernate.type_NumSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,3.0,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.collection.internal;org.hibernate.pretty;org.hibernate.type_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,1176.0,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.tool.schema.extract.spi;org.hibernate.mapping;org.hibernate.boot.model.naming;org.hibernate.boot.model.relational;org.hibernate.engine.jdbc.env.spi;org.hibernate.engine.jdbc.env.internal_SeverityScore,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,707.0,
cd,org.hibernate.tool.schema.extract.spi;org.hibernate.mapping;org.hibernate.boot.model.naming;org.hibernate.boot.model.relational;org.hibernate.engine.jdbc.env.spi;org.hibernate.engine.jdbc.env.internal_PageRank,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,67.7490033899884,
cd,org.hibernate.tool.schema.extract.spi;org.hibernate.mapping;org.hibernate.boot.model.naming;org.hibernate.boot.model.relational;org.hibernate.engine.jdbc.env.spi;org.hibernate.engine.jdbc.env.internal_NumSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,6.0,
cd,org.hibernate.tool.schema.extract.spi;org.hibernate.mapping;org.hibernate.boot.model.naming;org.hibernate.boot.model.relational;org.hibernate.engine.jdbc.env.spi;org.hibernate.engine.jdbc.env.internal_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,1507.0,
