type,smell,hibernate-core-3.3.0.GA,hibernate-core-3.5.0-Final,hibernate-core-3.6.0.Final,hibernate-core-4.0.0.Final,hibernate-core-4.1.0.Final,hibernate-core-4.2.0.Final,hibernate-core-4.3.0.Final,hibernate-core-5.0.0.Final,hibernate-core-5.1.0.Final,hibernate-core-5.2.0.Final,hibernate-core-5.3.0.Final,hibernate-core-5.4.0.Final
cd,org.hibernate.dialect;org.hibernate.engine;org.hibernate.property;org.hibernate.util;org.hibernate.sql;org.hibernate.type_SeverityScore,280.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.dialect;org.hibernate.engine;org.hibernate.property;org.hibernate.util;org.hibernate.sql;org.hibernate.type_PageRank,102.71817461365642,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.dialect;org.hibernate.engine;org.hibernate.property;org.hibernate.util;org.hibernate.sql;org.hibernate.type_NumSetOfElement,6.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.dialect;org.hibernate.engine;org.hibernate.property;org.hibernate.util;org.hibernate.sql;org.hibernate.type_TotNumOfSetOfElement,494.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.cfg;org.hibernate.impl;org.hibernate.engine.query;org.hibernate.hql;org.hibernate.hql.classic;org.hibernate.loader;org.hibernate.engine.loading_SeverityScore,-Infinity,337.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.cfg;org.hibernate.impl;org.hibernate.engine.query;org.hibernate.hql;org.hibernate.hql.classic;org.hibernate.loader;org.hibernate.engine.loading_PageRank,-Infinity,49.00703871881218,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.cfg;org.hibernate.impl;org.hibernate.engine.query;org.hibernate.hql;org.hibernate.hql.classic;org.hibernate.loader;org.hibernate.engine.loading_NumSetOfElement,-Infinity,7.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.cfg;org.hibernate.impl;org.hibernate.engine.query;org.hibernate.hql;org.hibernate.hql.classic;org.hibernate.loader;org.hibernate.engine.loading_TotNumOfSetOfElement,-Infinity,636.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate;org.hibernate.internal;org.hibernate.boot;org.hibernate.boot.spi;org.hibernate.engine.spi_SeverityScore,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,494.0,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate;org.hibernate.internal;org.hibernate.boot;org.hibernate.boot.spi;org.hibernate.engine.spi_PageRank,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,188.11648024620234,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate;org.hibernate.internal;org.hibernate.boot;org.hibernate.boot.spi;org.hibernate.engine.spi_NumSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,5.0,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate;org.hibernate.internal;org.hibernate.boot;org.hibernate.boot.spi;org.hibernate.engine.spi_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,1176.0,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.cache;org.hibernate.impl;org.hibernate.stat_SeverityScore,161.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.cache;org.hibernate.impl;org.hibernate.stat_PageRank,36.47974405649371,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.cache;org.hibernate.impl;org.hibernate.stat_NumSetOfElement,3.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.cache;org.hibernate.impl;org.hibernate.stat_TotNumOfSetOfElement,494.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.sql;org.hibernate.dialect;org.hibernate.util;org.hibernate.property;org.hibernate.mapping_SeverityScore,-Infinity,285.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.sql;org.hibernate.dialect;org.hibernate.util;org.hibernate.property;org.hibernate.mapping_PageRank,-Infinity,86.28586243931326,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.sql;org.hibernate.dialect;org.hibernate.util;org.hibernate.property;org.hibernate.mapping_NumSetOfElement,-Infinity,5.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.sql;org.hibernate.dialect;org.hibernate.util;org.hibernate.property;org.hibernate.mapping_TotNumOfSetOfElement,-Infinity,636.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.engine.internal;org.hibernate.engine.loading.internal;org.hibernate.tuple.entity;org.hibernate.tuple.component_SeverityScore,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,426.0,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.engine.internal;org.hibernate.engine.loading.internal;org.hibernate.tuple.entity;org.hibernate.tuple.component_PageRank,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,41.52193253487659,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.engine.internal;org.hibernate.engine.loading.internal;org.hibernate.tuple.entity;org.hibernate.tuple.component_NumSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,4.0,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.engine.internal;org.hibernate.engine.loading.internal;org.hibernate.tuple.entity;org.hibernate.tuple.component_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,1176.0,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.tuple.component;org.hibernate.boot.internal;org.hibernate.id.enhanced;org.hibernate.id;org.hibernate.tuple.entity_SeverityScore,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,560.0,568.0,-Infinity,-Infinity,
cd,org.hibernate.tuple.component;org.hibernate.boot.internal;org.hibernate.id.enhanced;org.hibernate.id;org.hibernate.tuple.entity_PageRank,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,47.419348136285755,50.49435504752601,-Infinity,-Infinity,
cd,org.hibernate.tuple.component;org.hibernate.boot.internal;org.hibernate.id.enhanced;org.hibernate.id;org.hibernate.tuple.entity_NumSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,5.0,5.0,-Infinity,-Infinity,
cd,org.hibernate.tuple.component;org.hibernate.boot.internal;org.hibernate.id.enhanced;org.hibernate.id;org.hibernate.tuple.entity_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,1150.0,1308.0,-Infinity,-Infinity,
cd,org.hibernate.boot.internal;org.hibernate.id;org.hibernate.tuple.entity;org.hibernate.tuple.component_SeverityScore,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,510.0,490.0,-Infinity,-Infinity,
cd,org.hibernate.boot.internal;org.hibernate.id;org.hibernate.tuple.entity;org.hibernate.tuple.component_PageRank,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,48.16163048862461,52.17099104512678,-Infinity,-Infinity,
cd,org.hibernate.boot.internal;org.hibernate.id;org.hibernate.tuple.entity;org.hibernate.tuple.component_NumSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,4.0,4.0,-Infinity,-Infinity,
cd,org.hibernate.boot.internal;org.hibernate.id;org.hibernate.tuple.entity;org.hibernate.tuple.component_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,1150.0,1308.0,-Infinity,-Infinity,
ud,org.hibernate.tuple.component_SeverityScore,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,5.0,2.0,2.0,3.0,4.0,
ud,org.hibernate.tuple.component_PageRank,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,14.47666527322173,14.583547826752131,16.85354162712124,13.13189613608837,12.89764946086031,
ud,org.hibernate.tuple.component_NumSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,2.0,2.0,2.0,2.0,2.0,
ud,org.hibernate.tuple.component_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,1176.0,1150.0,1308.0,1496.0,1507.0,
cd,org.hibernate.boot;org.hibernate.boot.registry;org.hibernate.cfg;org.hibernate.cfg.annotations;org.hibernate.procedure.internal;org.hibernate.loader.custom.sql;org.hibernate.loader;org.hibernate.boot.spi_SeverityScore,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,662.0,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.boot;org.hibernate.boot.registry;org.hibernate.cfg;org.hibernate.cfg.annotations;org.hibernate.procedure.internal;org.hibernate.loader.custom.sql;org.hibernate.loader;org.hibernate.boot.spi_PageRank,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,93.28985265809541,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.boot;org.hibernate.boot.registry;org.hibernate.cfg;org.hibernate.cfg.annotations;org.hibernate.procedure.internal;org.hibernate.loader.custom.sql;org.hibernate.loader;org.hibernate.boot.spi_NumSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,8.0,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.boot;org.hibernate.boot.registry;org.hibernate.cfg;org.hibernate.cfg.annotations;org.hibernate.procedure.internal;org.hibernate.loader.custom.sql;org.hibernate.loader;org.hibernate.boot.spi_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,1150.0,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.cfg;org.hibernate.type;org.hibernate.collection.internal;org.hibernate.persister.collection;org.hibernate.sql;org.hibernate.dialect;org.hibernate.id;org.hibernate.internal.util_SeverityScore,-Infinity,-Infinity,-Infinity,479.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.cfg;org.hibernate.type;org.hibernate.collection.internal;org.hibernate.persister.collection;org.hibernate.sql;org.hibernate.dialect;org.hibernate.id;org.hibernate.internal.util_PageRank,-Infinity,-Infinity,-Infinity,167.13097957900067,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.cfg;org.hibernate.type;org.hibernate.collection.internal;org.hibernate.persister.collection;org.hibernate.sql;org.hibernate.dialect;org.hibernate.id;org.hibernate.internal.util_NumSetOfElement,-Infinity,-Infinity,-Infinity,8.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.cfg;org.hibernate.type;org.hibernate.collection.internal;org.hibernate.persister.collection;org.hibernate.sql;org.hibernate.dialect;org.hibernate.id;org.hibernate.internal.util_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,789.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.collection.internal;org.hibernate.loader;org.hibernate.engine.internal;org.hibernate.internal.util;org.hibernate.persister.entity;org.hibernate.type_SeverityScore,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,628.0,-Infinity,-Infinity,
cd,org.hibernate.collection.internal;org.hibernate.loader;org.hibernate.engine.internal;org.hibernate.internal.util;org.hibernate.persister.entity;org.hibernate.type_PageRank,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,141.43086730772174,-Infinity,-Infinity,
cd,org.hibernate.collection.internal;org.hibernate.loader;org.hibernate.engine.internal;org.hibernate.internal.util;org.hibernate.persister.entity;org.hibernate.type_NumSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,6.0,-Infinity,-Infinity,
cd,org.hibernate.collection.internal;org.hibernate.loader;org.hibernate.engine.internal;org.hibernate.internal.util;org.hibernate.persister.entity;org.hibernate.type_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,1308.0,-Infinity,-Infinity,
cd,org.hibernate.persister.entity;org.hibernate.cfg;org.hibernate.cfg.annotations;org.hibernate.type;org.hibernate.collection.internal;org.hibernate.engine.spi;org.hibernate.persister.collection;org.hibernate.internal.util_SeverityScore,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,541.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.persister.entity;org.hibernate.cfg;org.hibernate.cfg.annotations;org.hibernate.type;org.hibernate.collection.internal;org.hibernate.engine.spi;org.hibernate.persister.collection;org.hibernate.internal.util_PageRank,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,210.68591721085514,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.persister.entity;org.hibernate.cfg;org.hibernate.cfg.annotations;org.hibernate.type;org.hibernate.collection.internal;org.hibernate.engine.spi;org.hibernate.persister.collection;org.hibernate.internal.util_NumSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,8.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.persister.entity;org.hibernate.cfg;org.hibernate.cfg.annotations;org.hibernate.type;org.hibernate.collection.internal;org.hibernate.engine.spi;org.hibernate.persister.collection;org.hibernate.internal.util_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,1028.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.boot;org.hibernate.boot.spi;org.hibernate.hql.spi.id;org.hibernate.internal.util;org.hibernate.dialect_SeverityScore,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,595.0,-Infinity,-Infinity,
cd,org.hibernate.boot;org.hibernate.boot.spi;org.hibernate.hql.spi.id;org.hibernate.internal.util;org.hibernate.dialect_PageRank,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,133.56832766025477,-Infinity,-Infinity,
cd,org.hibernate.boot;org.hibernate.boot.spi;org.hibernate.hql.spi.id;org.hibernate.internal.util;org.hibernate.dialect_NumSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,5.0,-Infinity,-Infinity,
cd,org.hibernate.boot;org.hibernate.boot.spi;org.hibernate.hql.spi.id;org.hibernate.internal.util;org.hibernate.dialect_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,1308.0,-Infinity,-Infinity,
ud,org.hibernate.classic_SeverityScore,35.0,38.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
ud,org.hibernate.classic_PageRank,25.68120298331126,30.123187012010742,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
ud,org.hibernate.classic_NumSetOfElement,2.0,2.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
ud,org.hibernate.classic_TotNumOfSetOfElement,494.0,636.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.cache;org.hibernate.cfg;org.hibernate.impl;org.hibernate.collection;org.hibernate.persister.collection;org.hibernate.loader.collection;org.hibernate.loader;org.hibernate.event;org.hibernate.event.def;org.hibernate.stat_SeverityScore,377.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.cache;org.hibernate.cfg;org.hibernate.impl;org.hibernate.collection;org.hibernate.persister.collection;org.hibernate.loader.collection;org.hibernate.loader;org.hibernate.event;org.hibernate.event.def;org.hibernate.stat_PageRank,79.68354479295031,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.cache;org.hibernate.cfg;org.hibernate.impl;org.hibernate.collection;org.hibernate.persister.collection;org.hibernate.loader.collection;org.hibernate.loader;org.hibernate.event;org.hibernate.event.def;org.hibernate.stat_NumSetOfElement,10.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.cache;org.hibernate.cfg;org.hibernate.impl;org.hibernate.collection;org.hibernate.persister.collection;org.hibernate.loader.collection;org.hibernate.loader;org.hibernate.event;org.hibernate.event.def;org.hibernate.stat_TotNumOfSetOfElement,494.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.type;org.hibernate.collection.internal;org.hibernate.persister.collection;org.hibernate.sql;org.hibernate.sql.ordering.antlr;org.hibernate.internal.util_SeverityScore,-Infinity,-Infinity,-Infinity,417.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.type;org.hibernate.collection.internal;org.hibernate.persister.collection;org.hibernate.sql;org.hibernate.sql.ordering.antlr;org.hibernate.internal.util_PageRank,-Infinity,-Infinity,-Infinity,91.05341702513918,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.type;org.hibernate.collection.internal;org.hibernate.persister.collection;org.hibernate.sql;org.hibernate.sql.ordering.antlr;org.hibernate.internal.util_NumSetOfElement,-Infinity,-Infinity,-Infinity,6.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.type;org.hibernate.collection.internal;org.hibernate.persister.collection;org.hibernate.sql;org.hibernate.sql.ordering.antlr;org.hibernate.internal.util_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,789.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.cache;org.hibernate.cfg;org.hibernate.impl;org.hibernate.collection;org.hibernate.persister.collection;org.hibernate.loader.collection;org.hibernate.loader;org.hibernate.event;org.hibernate.event.def_SeverityScore,348.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.cache;org.hibernate.cfg;org.hibernate.impl;org.hibernate.collection;org.hibernate.persister.collection;org.hibernate.loader.collection;org.hibernate.loader;org.hibernate.event;org.hibernate.event.def_PageRank,73.52830641740736,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.cache;org.hibernate.cfg;org.hibernate.impl;org.hibernate.collection;org.hibernate.persister.collection;org.hibernate.loader.collection;org.hibernate.loader;org.hibernate.event;org.hibernate.event.def_NumSetOfElement,9.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.cache;org.hibernate.cfg;org.hibernate.impl;org.hibernate.collection;org.hibernate.persister.collection;org.hibernate.loader.collection;org.hibernate.loader;org.hibernate.event;org.hibernate.event.def_TotNumOfSetOfElement,494.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.context.internal;org.hibernate.engine.spi;org.hibernate.internal_SeverityScore,-Infinity,-Infinity,-Infinity,248.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.context.internal;org.hibernate.engine.spi;org.hibernate.internal_PageRank,-Infinity,-Infinity,-Infinity,63.55555956334409,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.context.internal;org.hibernate.engine.spi;org.hibernate.internal_NumSetOfElement,-Infinity,-Infinity,-Infinity,3.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.context.internal;org.hibernate.engine.spi;org.hibernate.internal_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,789.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.persister.collection;org.hibernate.dialect;org.hibernate.sql;org.hibernate.engine.spi;org.hibernate.internal;org.hibernate.hql.spi.id;org.hibernate.hql.internal.ast_SeverityScore,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,744.0,749.0,
cd,org.hibernate.persister.collection;org.hibernate.dialect;org.hibernate.sql;org.hibernate.engine.spi;org.hibernate.internal;org.hibernate.hql.spi.id;org.hibernate.hql.internal.ast_PageRank,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,159.7743237713468,160.51586002948127,
cd,org.hibernate.persister.collection;org.hibernate.dialect;org.hibernate.sql;org.hibernate.engine.spi;org.hibernate.internal;org.hibernate.hql.spi.id;org.hibernate.hql.internal.ast_NumSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,7.0,7.0,
cd,org.hibernate.persister.collection;org.hibernate.dialect;org.hibernate.sql;org.hibernate.engine.spi;org.hibernate.internal;org.hibernate.hql.spi.id;org.hibernate.hql.internal.ast_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,1496.0,1507.0,
cd,org.hibernate.internal.util;org.hibernate;org.hibernate.internal;org.hibernate.boot;org.hibernate.boot.spi;org.hibernate.engine.spi;org.hibernate.persister.entity_SeverityScore,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,584.0,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.internal.util;org.hibernate;org.hibernate.internal;org.hibernate.boot;org.hibernate.boot.spi;org.hibernate.engine.spi;org.hibernate.persister.entity_PageRank,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,258.4979804210206,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.internal.util;org.hibernate;org.hibernate.internal;org.hibernate.boot;org.hibernate.boot.spi;org.hibernate.engine.spi;org.hibernate.persister.entity_NumSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,7.0,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.internal.util;org.hibernate;org.hibernate.internal;org.hibernate.boot;org.hibernate.boot.spi;org.hibernate.engine.spi;org.hibernate.persister.entity_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,1176.0,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate;org.hibernate.type;org.hibernate.collection.internal;org.hibernate.persister.collection;org.hibernate.loader.entity;org.hibernate.persister.entity;org.hibernate.dialect.lock;org.hibernate.internal;org.hibernate.internal.util_SeverityScore,-Infinity,-Infinity,-Infinity,503.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate;org.hibernate.type;org.hibernate.collection.internal;org.hibernate.persister.collection;org.hibernate.loader.entity;org.hibernate.persister.entity;org.hibernate.dialect.lock;org.hibernate.internal;org.hibernate.internal.util_PageRank,-Infinity,-Infinity,-Infinity,186.86864863005093,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate;org.hibernate.type;org.hibernate.collection.internal;org.hibernate.persister.collection;org.hibernate.loader.entity;org.hibernate.persister.entity;org.hibernate.dialect.lock;org.hibernate.internal;org.hibernate.internal.util_NumSetOfElement,-Infinity,-Infinity,-Infinity,9.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate;org.hibernate.type;org.hibernate.collection.internal;org.hibernate.persister.collection;org.hibernate.loader.entity;org.hibernate.persister.entity;org.hibernate.dialect.lock;org.hibernate.internal;org.hibernate.internal.util_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,789.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.dialect;org.hibernate.dialect.lock;org.hibernate.persister.entity;org.hibernate.loader.entity;org.hibernate.loader;org.hibernate.impl;org.hibernate.tool.hbm2ddl_SeverityScore,-Infinity,-Infinity,414.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.dialect;org.hibernate.dialect.lock;org.hibernate.persister.entity;org.hibernate.loader.entity;org.hibernate.loader;org.hibernate.impl;org.hibernate.tool.hbm2ddl_PageRank,-Infinity,-Infinity,68.5962054134687,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.dialect;org.hibernate.dialect.lock;org.hibernate.persister.entity;org.hibernate.loader.entity;org.hibernate.loader;org.hibernate.impl;org.hibernate.tool.hbm2ddl_NumSetOfElement,-Infinity,-Infinity,7.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
