Issue Type,Issue key,Issue id,Summary,Assignee,Reporter,Priority,Status,Resolution,Created,Updated
Improvement,HHH-740,13413,Redesign the org.hibernate.jdbc package,steve,steve,Major,Open,,14/lug/2005 21:54 PM,14/lug/2005 21:54 PM
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
