Issue Type,Issue key,Issue id,Summary,Assignee,Reporter,Priority,Status,Resolution,Created,Updated
Improvement,HHH-11343,53203,Add ILike Restriction providing escape character,,nzdanovicz,Minor,Open,,15/12/2016 11:39,16/dic/2016 16:27 PM
