Issue Type,Issue key,Issue id,Summary,Assignee,Reporter,Priority,Status,Resolution,Created,Updated
Bug,HHH-5758,22259,A code bug in AbstractPersistor class ... ,,sharadsee,Major,Chiusa,Rejected,26/nov/2010 13:53 PM,08/07/2014 08:10
