type,smell,apache-cxf-2.0.6,apache-cxf-2.1.1,apache-cxf-2.2.1,apache-cxf-2.3.0,apache-cxf-2.4.0,apache-cxf-2.5.0,apache-cxf-2.6.0,apache-cxf-2.7.0,apache-cxf-3.0.0,apache-cxf-3.1.0,apache-cxf-3.2.0
cd,org.apache.cxf.tools.wsdlto.frontend.jaxws.customization;org.apache.cxf.tools.wsdlto.frontend.jaxws.processor.internal_NumSetOfElement,2.0,-Infinity,2.0,2.0,-Infinity,2.0,2.0,2.0,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.tools.wsdlto.frontend.jaxws.customization;org.apache.cxf.tools.wsdlto.frontend.jaxws.processor.internal_TotNumOfSetOfElement,329.0,-Infinity,552.0,659.0,-Infinity,738.0,746.0,794.0,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.jaxrs.ext;org.apache.cxf.jaxrs.impl;org.apache.cxf.jaxrs.provider;org.apache.cxf.jaxrs.utils_SeverityScore,-Infinity,-Infinity,-Infinity,294.0,-Infinity,-Infinity,372.0,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.jaxrs.ext;org.apache.cxf.jaxrs.impl;org.apache.cxf.jaxrs.provider;org.apache.cxf.jaxrs.utils_PageRank,-Infinity,-Infinity,-Infinity,28.25373676369606,-Infinity,-Infinity,26.421281932218328,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.jaxrs.ext;org.apache.cxf.jaxrs.impl;org.apache.cxf.jaxrs.provider;org.apache.cxf.jaxrs.utils_NumSetOfElement,-Infinity,-Infinity,-Infinity,4.0,-Infinity,-Infinity,4.0,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.jaxrs.ext;org.apache.cxf.jaxrs.impl;org.apache.cxf.jaxrs.provider;org.apache.cxf.jaxrs.utils_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,659.0,-Infinity,-Infinity,746.0,-Infinity,-Infinity,-Infinity,-Infinity,
ud,org.apache.cxf.transport.https*jetty_SeverityScore,43.0,49.0,61.0,63.0,66.0,69.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
ud,org.apache.cxf.transport.https*jetty_PageRank,5.560086136386648,5.472987603651804,6.12700932335248,6.687825175152271,6.84973395653325,6.690447782697029,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
ud,org.apache.cxf.transport.https*jetty_NumSetOfElement,3.0,3.0,3.0,3.0,3.0,3.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
ud,org.apache.cxf.transport.https*jetty_TotNumOfSetOfElement,329.0,457.0,552.0,659.0,740.0,738.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.endpoint;org.apache.cxf.phase;org.apache.cxf.transport;org.apache.cxf.ws.addressing;org.apache.cxf.wsdl_SeverityScore,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,429.0,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.endpoint;org.apache.cxf.phase;org.apache.cxf.transport;org.apache.cxf.ws.addressing;org.apache.cxf.wsdl_PageRank,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,55.63972321479082,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.endpoint;org.apache.cxf.phase;org.apache.cxf.transport;org.apache.cxf.ws.addressing;org.apache.cxf.wsdl_NumSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,5.0,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.endpoint;org.apache.cxf.phase;org.apache.cxf.transport;org.apache.cxf.ws.addressing;org.apache.cxf.wsdl_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,794.0,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.jaxrs.utils;org.apache.cxf.jaxrs.ext;org.apache.cxf.jaxrs.impl;org.apache.cxf.jaxrs.model;org.apache.cxf.jaxrs.lifecycle_SeverityScore,-Infinity,-Infinity,-Infinity,344.0,350.0,434.0,-Infinity,421.0,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.jaxrs.utils;org.apache.cxf.jaxrs.ext;org.apache.cxf.jaxrs.impl;org.apache.cxf.jaxrs.model;org.apache.cxf.jaxrs.lifecycle_PageRank,-Infinity,-Infinity,-Infinity,19.686284797260413,20.937961000691423,21.167376671693184,-Infinity,25.98385723693471,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.jaxrs.utils;org.apache.cxf.jaxrs.ext;org.apache.cxf.jaxrs.impl;org.apache.cxf.jaxrs.model;org.apache.cxf.jaxrs.lifecycle_NumSetOfElement,-Infinity,-Infinity,-Infinity,5.0,5.0,5.0,-Infinity,5.0,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.jaxrs.utils;org.apache.cxf.jaxrs.ext;org.apache.cxf.jaxrs.impl;org.apache.cxf.jaxrs.model;org.apache.cxf.jaxrs.lifecycle_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,659.0,740.0,738.0,-Infinity,794.0,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.binding;org.apache.cxf.wsdl11;org.apache.cxf.service.factory;org.apache.cxf.frontend;org.apache.cxf.binding.soap.model;org.apache.cxf.binding.soap;org.apache.cxf.transport_SeverityScore,-Infinity,265.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.binding;org.apache.cxf.wsdl11;org.apache.cxf.service.factory;org.apache.cxf.frontend;org.apache.cxf.binding.soap.model;org.apache.cxf.binding.soap;org.apache.cxf.transport_PageRank,-Infinity,33.06624107473836,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.binding;org.apache.cxf.wsdl11;org.apache.cxf.service.factory;org.apache.cxf.frontend;org.apache.cxf.binding.soap.model;org.apache.cxf.binding.soap;org.apache.cxf.transport_NumSetOfElement,-Infinity,7.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.binding;org.apache.cxf.wsdl11;org.apache.cxf.service.factory;org.apache.cxf.frontend;org.apache.cxf.binding.soap.model;org.apache.cxf.binding.soap;org.apache.cxf.transport_TotNumOfSetOfElement,-Infinity,457.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.binding;org.apache.cxf.endpoint;org.apache.cxf.wsdl11;org.apache.cxf.service.factory;org.apache.cxf.service.invoker;org.apache.cxf.frontend;org.apache.cxf.wsdl;org.apache.cxf.transport_SeverityScore,-Infinity,-Infinity,-Infinity,-Infinity,419.0,531.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.binding;org.apache.cxf.endpoint;org.apache.cxf.wsdl11;org.apache.cxf.service.factory;org.apache.cxf.service.invoker;org.apache.cxf.frontend;org.apache.cxf.wsdl;org.apache.cxf.transport_PageRank,-Infinity,-Infinity,-Infinity,-Infinity,61.02548429197152,62.308867944600706,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.binding;org.apache.cxf.endpoint;org.apache.cxf.wsdl11;org.apache.cxf.service.factory;org.apache.cxf.service.invoker;org.apache.cxf.frontend;org.apache.cxf.wsdl;org.apache.cxf.transport_NumSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,8.0,8.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.binding;org.apache.cxf.endpoint;org.apache.cxf.wsdl11;org.apache.cxf.service.factory;org.apache.cxf.service.invoker;org.apache.cxf.frontend;org.apache.cxf.wsdl;org.apache.cxf.transport_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,740.0,738.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.binding;org.apache.cxf.transport;org.apache.cxf.ws.addressing_SeverityScore,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,74.0,-Infinity,
cd,org.apache.cxf.binding;org.apache.cxf.transport;org.apache.cxf.ws.addressing_PageRank,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,15.204281504125268,-Infinity,
cd,org.apache.cxf.binding;org.apache.cxf.transport;org.apache.cxf.ws.addressing_NumSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,3.0,-Infinity,
cd,org.apache.cxf.binding;org.apache.cxf.transport;org.apache.cxf.ws.addressing_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,331.0,-Infinity,
cd,org.apache.cxf.aegis;org.apache.cxf.aegis.type.java5;org.apache.cxf.aegis.type.basic_SeverityScore,-Infinity,-Infinity,218.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.aegis;org.apache.cxf.aegis.type.java5;org.apache.cxf.aegis.type.basic_PageRank,-Infinity,-Infinity,12.031385992326985,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.aegis;org.apache.cxf.aegis.type.java5;org.apache.cxf.aegis.type.basic_NumSetOfElement,-Infinity,-Infinity,3.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.aegis;org.apache.cxf.aegis.type.java5;org.apache.cxf.aegis.type.basic_TotNumOfSetOfElement,-Infinity,-Infinity,552.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.common.util;org.apache.cxf.helpers;org.apache.cxf.message;org.apache.cxf.transport;org.apache.cxf.resource_SeverityScore,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,106.0,-Infinity,-Infinity,
cd,org.apache.cxf.common.util;org.apache.cxf.helpers;org.apache.cxf.message;org.apache.cxf.transport;org.apache.cxf.resource_PageRank,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,36.50511626384151,-Infinity,-Infinity,
cd,org.apache.cxf.common.util;org.apache.cxf.helpers;org.apache.cxf.message;org.apache.cxf.transport;org.apache.cxf.resource_NumSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,5.0,-Infinity,-Infinity,
cd,org.apache.cxf.common.util;org.apache.cxf.helpers;org.apache.cxf.message;org.apache.cxf.transport;org.apache.cxf.resource_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,323.0,-Infinity,-Infinity,
cd,org.apache.cxf.management.counters;org.apache.cxf.management.interceptor_SeverityScore,5.0,1.0,106.0,1.0,73.0,145.0,181.0,1.0,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.management.counters;org.apache.cxf.management.interceptor_PageRank,2.7517533107363263,3.303189389052648,3.164159681424641,3.842964665967076,3.793511046040082,3.7685622994305192,3.723736519056402,3.6993061730892016,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.management.counters;org.apache.cxf.management.interceptor_NumSetOfElement,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.management.counters;org.apache.cxf.management.interceptor_TotNumOfSetOfElement,329.0,457.0,552.0,659.0,740.0,738.0,746.0,794.0,-Infinity,-Infinity,-Infinity,
ud,org.apache.cxf.internal_SeverityScore,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,11.0,13.0,14.0,
ud,org.apache.cxf.internal_PageRank,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,2.61757989530079,2.620478812536724,6.257938085812922,
ud,org.apache.cxf.internal_NumSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,2.0,2.0,3.0,
ud,org.apache.cxf.internal_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,323.0,331.0,338.0,
cd,org.apache.cxf.endpoint;org.apache.cxf.interceptor;org.apache.cxf.service.model;org.apache.cxf.wsdl;org.apache.cxf.transport;org.apache.cxf.ws.addressing_SeverityScore,186.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.endpoint;org.apache.cxf.interceptor;org.apache.cxf.service.model;org.apache.cxf.wsdl;org.apache.cxf.transport;org.apache.cxf.ws.addressing_PageRank,52.80700334361766,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.endpoint;org.apache.cxf.interceptor;org.apache.cxf.service.model;org.apache.cxf.wsdl;org.apache.cxf.transport;org.apache.cxf.ws.addressing_NumSetOfElement,6.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.endpoint;org.apache.cxf.interceptor;org.apache.cxf.service.model;org.apache.cxf.wsdl;org.apache.cxf.transport;org.apache.cxf.ws.addressing_TotNumOfSetOfElement,329.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.binding;org.apache.cxf.wsdl11;org.apache.cxf.service.factory;org.apache.cxf.frontend;org.apache.cxf.binding.soap_SeverityScore,-Infinity,-Infinity,-Infinity,349.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.binding;org.apache.cxf.wsdl11;org.apache.cxf.service.factory;org.apache.cxf.frontend;org.apache.cxf.binding.soap_PageRank,-Infinity,-Infinity,-Infinity,30.8402596576668,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.binding;org.apache.cxf.wsdl11;org.apache.cxf.service.factory;org.apache.cxf.frontend;org.apache.cxf.binding.soap_NumSetOfElement,-Infinity,-Infinity,-Infinity,5.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.binding;org.apache.cxf.wsdl11;org.apache.cxf.service.factory;org.apache.cxf.frontend;org.apache.cxf.binding.soap_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,659.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.helpers;org.apache.cxf.io_SeverityScore,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,176.0,160.0,
cd,org.apache.cxf.helpers;org.apache.cxf.io_PageRank,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,15.012385077356928,15.12597081687501,
cd,org.apache.cxf.helpers;org.apache.cxf.io_NumSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,2.0,2.0,
cd,org.apache.cxf.helpers;org.apache.cxf.io_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,331.0,338.0,
cd,org.apache.cxf;org.apache.cxf.common.util;org.apache.cxf.message;org.apache.cxf.endpoint;org.apache.cxf.helpers;org.apache.cxf.service.model;org.apache.cxf.ws.addressing;org.apache.cxf.interceptor;org.apache.cxf.transport_SeverityScore,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,136.0,
cd,org.apache.cxf;org.apache.cxf.common.util;org.apache.cxf.message;org.apache.cxf.endpoint;org.apache.cxf.helpers;org.apache.cxf.service.model;org.apache.cxf.ws.addressing;org.apache.cxf.interceptor;org.apache.cxf.transport_PageRank,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,71.93506026003833,
cd,org.apache.cxf;org.apache.cxf.common.util;org.apache.cxf.message;org.apache.cxf.endpoint;org.apache.cxf.helpers;org.apache.cxf.service.model;org.apache.cxf.ws.addressing;org.apache.cxf.interceptor;org.apache.cxf.transport_NumSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,9.0,
cd,org.apache.cxf;org.apache.cxf.common.util;org.apache.cxf.message;org.apache.cxf.endpoint;org.apache.cxf.helpers;org.apache.cxf.service.model;org.apache.cxf.ws.addressing;org.apache.cxf.interceptor;org.apache.cxf.transport_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,338.0,
cd,org.apache.cxf;org.apache.cxf.ws.addressing;org.apache.cxf.endpoint;org.apache.cxf.transport_SeverityScore,-Infinity,206.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf;org.apache.cxf.ws.addressing;org.apache.cxf.endpoint;org.apache.cxf.transport_PageRank,-Infinity,39.04948714683034,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf;org.apache.cxf.ws.addressing;org.apache.cxf.endpoint;org.apache.cxf.transport_NumSetOfElement,-Infinity,4.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf;org.apache.cxf.ws.addressing;org.apache.cxf.endpoint;org.apache.cxf.transport_TotNumOfSetOfElement,-Infinity,457.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.jaxrs.ext.xml;org.apache.cxf.jaxrs.provider;org.apache.cxf.jaxrs.model.wadl_SeverityScore,-Infinity,-Infinity,-Infinity,201.0,226.0,284.0,311.0,267.0,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.jaxrs.ext.xml;org.apache.cxf.jaxrs.provider;org.apache.cxf.jaxrs.model.wadl_PageRank,-Infinity,-Infinity,-Infinity,12.239214012364888,11.991986561503579,12.219980664998275,10.20013795831645,11.559786927843945,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.jaxrs.ext.xml;org.apache.cxf.jaxrs.provider;org.apache.cxf.jaxrs.model.wadl_NumSetOfElement,-Infinity,-Infinity,-Infinity,3.0,3.0,3.0,3.0,3.0,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.jaxrs.ext.xml;org.apache.cxf.jaxrs.provider;org.apache.cxf.jaxrs.model.wadl_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,659.0,740.0,738.0,746.0,794.0,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.message;org.apache.cxf.service.model;org.apache.cxf.ws.addressing;org.apache.cxf.transport_SeverityScore,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,92.0,
cd,org.apache.cxf.message;org.apache.cxf.service.model;org.apache.cxf.ws.addressing;org.apache.cxf.transport_PageRank,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,27.028061810081933,
cd,org.apache.cxf.message;org.apache.cxf.service.model;org.apache.cxf.ws.addressing;org.apache.cxf.transport_NumSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,4.0,
cd,org.apache.cxf.message;org.apache.cxf.service.model;org.apache.cxf.ws.addressing;org.apache.cxf.transport_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,338.0,
cd,org.apache.cxf;org.apache.cxf.ws.addressing;org.apache.cxf.ws.addressing.soap;org.apache.cxf.endpoint_SeverityScore,-Infinity,203.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf;org.apache.cxf.ws.addressing;org.apache.cxf.ws.addressing.soap;org.apache.cxf.endpoint_PageRank,-Infinity,26.386415356252968,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf;org.apache.cxf.ws.addressing;org.apache.cxf.ws.addressing.soap;org.apache.cxf.endpoint_NumSetOfElement,-Infinity,4.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf;org.apache.cxf.ws.addressing;org.apache.cxf.ws.addressing.soap;org.apache.cxf.endpoint_TotNumOfSetOfElement,-Infinity,457.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.jaxws.binding.soap;org.apache.cxf.jaxws.support_SeverityScore,-Infinity,4.0,-Infinity,16.0,65.0,147.0,209.0,33.0,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.jaxws.binding.soap;org.apache.cxf.jaxws.support_PageRank,-Infinity,5.450629870181043,-Infinity,5.53687140693862,5.520012793433324,5.658083839791689,5.818481392669619,5.731366903464803,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.jaxws.binding.soap;org.apache.cxf.jaxws.support_NumSetOfElement,-Infinity,2.0,-Infinity,2.0,2.0,2.0,2.0,2.0,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.jaxws.binding.soap;org.apache.cxf.jaxws.support_TotNumOfSetOfElement,-Infinity,457.0,-Infinity,659.0,740.0,738.0,746.0,794.0,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf;org.apache.cxf.interceptor;org.apache.cxf.attachment;org.apache.cxf.helpers;org.apache.cxf.message_SeverityScore,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,423.0,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf;org.apache.cxf.interceptor;org.apache.cxf.attachment;org.apache.cxf.helpers;org.apache.cxf.message_PageRank,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,65.34570297018064,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf;org.apache.cxf.interceptor;org.apache.cxf.attachment;org.apache.cxf.helpers;org.apache.cxf.message_NumSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,5.0,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf;org.apache.cxf.interceptor;org.apache.cxf.attachment;org.apache.cxf.helpers;org.apache.cxf.message_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,794.0,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.binding;org.apache.cxf.endpoint;org.apache.cxf.interceptor;org.apache.cxf.message;org.apache.cxf.transport;org.apache.cxf.phase;org.apache.cxf.service.model;org.apache.cxf.wsdl;org.apache.cxf.ws.addressing_SeverityScore,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,535.0,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.binding;org.apache.cxf.endpoint;org.apache.cxf.interceptor;org.apache.cxf.message;org.apache.cxf.transport;org.apache.cxf.phase;org.apache.cxf.service.model;org.apache.cxf.wsdl;org.apache.cxf.ws.addressing_PageRank,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,86.7544776820262,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.binding;org.apache.cxf.endpoint;org.apache.cxf.interceptor;org.apache.cxf.message;org.apache.cxf.transport;org.apache.cxf.phase;org.apache.cxf.service.model;org.apache.cxf.wsdl;org.apache.cxf.ws.addressing_NumSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,9.0,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.binding;org.apache.cxf.endpoint;org.apache.cxf.interceptor;org.apache.cxf.message;org.apache.cxf.transport;org.apache.cxf.phase;org.apache.cxf.service.model;org.apache.cxf.wsdl;org.apache.cxf.ws.addressing_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,746.0,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.jaxrs.ext;org.apache.cxf.jaxrs.impl;org.apache.cxf.jaxrs.model;org.apache.cxf.jaxrs.impl.tl_SeverityScore,-Infinity,-Infinity,-Infinity,296.0,314.0,361.0,-Infinity,361.0,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.jaxrs.ext;org.apache.cxf.jaxrs.impl;org.apache.cxf.jaxrs.model;org.apache.cxf.jaxrs.impl.tl_PageRank,-Infinity,-Infinity,-Infinity,13.06405109736285,13.237091866154913,13.352818709365623,-Infinity,16.070994401689838,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.jaxrs.ext;org.apache.cxf.jaxrs.impl;org.apache.cxf.jaxrs.model;org.apache.cxf.jaxrs.impl.tl_NumSetOfElement,-Infinity,-Infinity,-Infinity,4.0,4.0,4.0,-Infinity,4.0,-Infinity,-Infinity,-Infinity,
